MeSH Symptom Term,MeSH Disease Term,PubMed occurrence,TFIDF score
Cough,Pneumonia,95,124.89926935415156
Cough,Cystic Fibrosis,95,124.89926935415156
Hyperphagia,Eating Disorders,591,1417.9971879597226
Hyperphagia,Obesity,401,962.1266876004207
Hyperphagia,Anorexia Nervosa,208,499.05823197228807
Hyperphagia,Depressive Disorder,47,112.76796587835356
Hyperphagia,Disorders of Excessive Somnolence,42,100.77137376363508
Hyperphagia,Prader-Willi Syndrome,40,95.97273691774772
Hyperphagia,"Diabetes Mellitus, Experimental",38,91.17410007186031
Hyperphagia,Sleep Disorders,36,86.37546322597294
Hyperphagia,Dementia,16,38.38909476709908
Hyperphagia,Mood Disorders,14,33.590457921211694
Hyperphagia,"Diabetes Mellitus, Type 1",14,33.590457921211694
Hyperphagia,Alcoholism,14,33.590457921211694
Hyperphagia,"Diabetes Mellitus, Type 2",11,26.392502652380614
Hyperphagia,Hypothalamic Diseases,11,26.392502652380614
Hyperphagia,Substance-Related Disorders,10,23.99318422943693
Hemoptysis,Hemoptysis,2231,3786.172905050861
Hemoptysis,Lung Diseases,412,699.1946377772098
Hemoptysis,Lung Neoplasms,303,514.2135321516857
Hemoptysis,"Tuberculosis, Pulmonary",216,366.56806252397405
Hemoptysis,Hemorrhage,160,271.5318981659067
Hemoptysis,"Lung Diseases, Fungal",141,239.2874852587053
Hemoptysis,Bronchial Diseases,124,210.4372210785777
Hemoptysis,Aspergillosis,104,176.49573380783934
Hemoptysis,Bronchial Neoplasms,97,164.61621326308094
Hemoptysis,Bronchial Fistula,86,145.94839526417485
Hemoptysis,Cystic Fibrosis,86,145.94839526417485
Hemoptysis,Pulmonary Embolism,86,145.94839526417485
Hemoptysis,Aneurysm,85,144.25132090063792
Hemoptysis,Foreign Bodies,76,128.9776516288057
Hemoptysis,Endometriosis,68,115.40105672051035
Fetal Macrosomia,Fetal Macrosomia,581,1938.633226574316
Fetal Macrosomia,Pregnancy in Diabetics,240,800.8123483267398
Fetal Macrosomia,"Diabetes, Gestational",235,784.1287577365995
Fetal Macrosomia,"Diabetes Mellitus, Type 1",86,286.9577581504151
Fetal Macrosomia,Obesity,59,196.8663689636569
Fetal Macrosomia,Dystocia,48,160.16246966534797
Fetal Macrosomia,Pregnancy Complications,47,156.8257515473199
Fetal Macrosomia,Fetal Growth Retardation,43,143.47887907520754
Fetal Macrosomia,Obstetric Labor Complications,36,120.12185224901094
Fetal Macrosomia,"Diabetes Mellitus, Type 2",28,93.42810730478632
Fetal Macrosomia,Birth Injuries,27,90.09138918675824
Fetal Macrosomia,Hypoglycemia,23,76.74451671464591
Fetal Macrosomia,Glucose Intolerance,22,73.40779859661781
Fetal Macrosomia,Hyperglycemia,20,66.73436236056165
Fetal Macrosomia,"Abnormalities, Multiple",17,56.724208006477404
"Angina Pectoris, Variant","Angina Pectoris, Variant",1217,3974.659990369229
"Angina Pectoris, Variant",Angina Pectoris,486,1587.2512369099795
"Angina Pectoris, Variant",Coronary Vasospasm,413,1348.8369564687687
"Angina Pectoris, Variant",Coronary Artery Disease,235,767.4980260778708
"Angina Pectoris, Variant",Coronary Disease,220,718.5087903707727
"Angina Pectoris, Variant",Myocardial Infarction,90,293.9354142425888
"Angina Pectoris, Variant",Myocardial Ischemia,46,150.23365616843427
"Angina Pectoris, Variant","Arrhythmias, Cardiac",39,127.37201283845516
"Angina Pectoris, Variant",Spasm,31,101.24442046133616
"Angina Pectoris, Variant",Syncope,23,75.11682808421713
"Angina Pectoris, Variant","Angina, Unstable",20,65.31898094279751
"Angina Pectoris, Variant",Heart Block,19,62.05303189565763
"Angina Pectoris, Variant",Ventricular Fibrillation,18,58.78708284851776
"Angina Pectoris, Variant",Heart Arrest,16,52.255184754238
"Angina Pectoris, Variant",Hyperventilation,16,52.255184754238
Toothache,Toothache,883,2411.1041836662084
Toothache,Facial Pain,120,327.66987773493213
Toothache,Pain,95,259.4053198734879
Toothache,Pulpitis,80,218.44658515662135
Toothache,Dental Pulp Diseases,66,180.2184327542126
Toothache,Dental Caries,64,174.75726812529712
Toothache,"Pain, Postoperative",44,120.14562183614176
Toothache,Mouth Diseases,37,101.0315456349374
Toothache,Trigeminal Neuralgia,35,95.57038100602186
Toothache,Tooth Fractures,32,87.37863406264856
Toothache,Dentin Sensitivity,30,81.91746943373302
Toothache,Tooth Diseases,30,81.91746943373302
Toothache,Periapical Periodontitis,26,70.99514017590195
Toothache,Barotrauma,25,68.26455786144419
Toothache,Headache,21,57.34222860361312
Edema,Inflammation,726,432.6074963186924
Edema,Heart Failure,343,204.38618627728852
Edema,Pain,325,193.6603805834367
Edema,Fetal Diseases,323,192.4686243952309
Edema,Hypertension,282,168.03762253701274
Edema,Burns,261,155.52418256085218
Edema,Nephrotic Syndrome,260,154.9283044667493
Edema,Pancreatitis,253,150.75715780802915
Edema,Skin Diseases,249,148.37364543161763
Edema,Corneal Diseases,242,144.20249877289748
Edema,Postoperative Complications,230,137.05196164366288
Edema,Toxemia,219,130.49730260853116
Edema,Pre-Eclampsia,216,128.70966832622253
Edema,"Arthritis, Experimental",197,117.38798453826776
Edema,"Arthritis, Rheumatoid",193,115.00447216185623
Polyuria,Polyuria,599,1414.1799426971006
Polyuria,Diabetes Insipidus,242,571.3381404552559
Polyuria,Kidney Diseases,67,158.18039425827337
Polyuria,Acute Kidney Injury,60,141.65408441039406
Polyuria,Urination Disorders,43,101.51876049411574
Polyuria,Hyponatremia,36,84.99245064623643
Polyuria,Hypercalcemia,25,59.022535170997536
Polyuria,Postoperative Complications,25,59.022535170997536
Polyuria,"Diabetes Insipidus, Neurogenic",24,56.66163376415763
Polyuria,Water-Electrolyte Imbalance,24,56.66163376415763
Polyuria,Bipolar Disorder,23,54.30073235731771
Polyuria,"Diabetes Mellitus, Type 1",23,54.30073235731771
Polyuria,Diabetes Mellitus,22,51.93983095047782
Polyuria,"Diabetes Mellitus, Experimental",20,47.21802813679802
Polyuria,Enuresis,19,44.85712672995812
Brown-Sequard Syndrome,Brown-Sequard Syndrome,144,509.0643441722768
Brown-Sequard Syndrome,Spinal Cord Diseases,33,116.66057887281342
Brown-Sequard Syndrome,Spinal Cord Injuries,28,98.9847335890538
Brown-Sequard Syndrome,Hernia,18,63.633043021534576
Brown-Sequard Syndrome,Intervertebral Disk Displacement,17,60.09787396478266
Brown-Sequard Syndrome,"Wounds, Stab",13,45.957197737774976
Brown-Sequard Syndrome,"Hematoma, Epidural, Cranial",9,31.816521510767288
Brown-Sequard Syndrome,Spinal Cord Compression,9,31.816521510767288
Brown-Sequard Syndrome,Spinal Injuries,6,21.21101434051152
Brown-Sequard Syndrome,Spinal Fractures,6,21.21101434051152
Brown-Sequard Syndrome,"Hematoma, Epidural, Spinal",6,21.21101434051152
Brown-Sequard Syndrome,"Wounds, Penetrating",6,21.21101434051152
Brown-Sequard Syndrome,Meningocele,5,17.675845283759607
Brown-Sequard Syndrome,Spinal Cord Neoplasms,5,17.675845283759607
Brown-Sequard Syndrome,Horner Syndrome,5,17.675845283759607
Myotonia,Myotonia,605,1847.699395376907
Myotonia,Muscular Diseases,79,241.26983840458786
Myotonia,Neuromuscular Diseases,40,122.16194349599384
Myotonia,Muscular Dystrophies,39,119.10789490859399
Myotonia,"Paralyses, Familial Periodic",34,103.83765197159477
Myotonia,Myotonic Dystrophy,34,103.83765197159477
Myotonia,Myotonia Congenita,18,54.97287457319724
Myotonia,Paralysis,17,51.91882598579738
Myotonia,Peripheral Nervous System Diseases,17,51.91882598579738
Myotonia,Hypothyroidism,13,39.70263163619801
Myotonia,Osteochondrodysplasias,13,39.70263163619801
Myotonia,Hyperkalemia,11,33.59453446139831
Myotonia,Cataract,10,30.540485873998467
Myotonia,Hypokalemia,9,27.48643728659862
Myotonia,Muscle Cramp,9,27.48643728659862
Anorexia,Eating Disorders,350,638.8412148839652
Anorexia,Lung Neoplasms,75,136.89454604656396
Anorexia,Nutrition Disorders,69,125.94298236283883
Anorexia,Obesity,49,89.43777008375513
Anorexia,Stomach Neoplasms,47,85.78724885584677
Anorexia,Adenocarcinoma,45,82.13672762793837
Anorexia,"Kidney Failure, Chronic",38,69.35990333025907
Anorexia,Breast Neoplasms,38,69.35990333025907
Anorexia,Pancreatic Neoplasms,36,65.7093821023507
Anorexia,"Sarcoma, Experimental",35,63.884121488396524
Anorexia,Acquired Immunodeficiency Syndrome,29,52.932557804671404
Anorexia,"Carcinoma, Squamous Cell",26,47.45677596280885
Anorexia,Head and Neck Neoplasms,25,45.631515348854656
Anorexia,Inflammation,25,45.631515348854656
Anorexia,Protein-Energy Malnutrition,25,45.631515348854656
Glossalgia,Glossalgia,161,646.6758315659191
Glossalgia,Mouth Diseases,33,132.54846237065425
Glossalgia,Burning Mouth Syndrome,17,68.28254122124612
Glossalgia,Pain,13,52.21606093389409
Glossalgia,Tongue Diseases,6,24.099720431028047
Glossalgia,Glossitis,6,24.099720431028047
Glossalgia,Facial Neuralgia,5,20.083100359190034
Glossalgia,Somatoform Disorders,5,20.083100359190034
Glossalgia,Stomatitis,5,20.083100359190034
Glossalgia,"Glossitis, Benign Migratory",5,20.083100359190034
Glossalgia,Paresthesia,4,16.06648028735203
Glossalgia,Xerostomia,4,16.06648028735203
Glossalgia,Facial Pain,4,16.06648028735203
Glossalgia,Trigeminal Neuralgia,4,16.06648028735203
Glossalgia,"Candidiasis, Oral",3,12.049860215514023
Motion Sickness,Dizziness,42,146.80357222459833
Motion Sickness,Vertigo,33,115.3456638907558
Motion Sickness,Migraine Disorders,32,111.85034074255108
Motion Sickness,Vestibular Diseases,15,52.42984722307082
Motion Sickness,Labyrinth Diseases,11,38.448554630251934
Motion Sickness,"Nystagmus, Pathologic",10,34.95323148204721
Motion Sickness,Postoperative Nausea and Vomiting,6,20.971938889228326
Motion Sickness,Pica,6,20.971938889228326
Motion Sickness,Headache,5,17.476615741023608
Motion Sickness,Sensation Disorders,4,13.981292592818885
Motion Sickness,"Psychoses, Substance-Induced",4,13.981292592818885
Motion Sickness,Pain,4,13.981292592818885
Motion Sickness,Meniere Disease,4,13.981292592818885
Motion Sickness,Stomach Diseases,4,13.981292592818885
Motion Sickness,Cerebellar Diseases,3,10.485969444614163
"Hearing Loss, Bilateral","Hearing Loss, Bilateral",752,1663.264967824035
"Hearing Loss, Bilateral","Hearing Loss, Sensorineural",294,650.2658251865242
"Hearing Loss, Bilateral",Hearing Loss,228,504.2877827977127
"Hearing Loss, Bilateral",Deafness,44,97.31869492587437
"Hearing Loss, Bilateral","Hearing Loss, Sudden",36,79.6243867575336
"Hearing Loss, Bilateral","Hearing Loss, Conductive",33,72.98902119440578
"Hearing Loss, Bilateral",Meniere Disease,29,64.14186711023538
"Hearing Loss, Bilateral",Hearing Disorders,28,61.93007858919279
"Hearing Loss, Bilateral",Keratitis,26,57.50650154710759
"Hearing Loss, Bilateral","Abnormalities, Multiple",22,48.659347462937184
"Hearing Loss, Bilateral",Tinnitus,19,42.02398189980939
"Hearing Loss, Bilateral",Otitis Media,19,42.02398189980939
"Hearing Loss, Bilateral",Dizziness,18,39.81219337876679
"Hearing Loss, Bilateral",Vertigo,17,37.60040485772419
"Hearing Loss, Bilateral",Otosclerosis,16,35.388616336681594
"Purpura, Hyperglobulinemic","Purpura, Hyperglobulinemic",147,540.1551129163777
"Purpura, Hyperglobulinemic",Sjogren's Syndrome,26,95.53763901922323
"Purpura, Hyperglobulinemic",Blood Protein Disorders,16,58.792393242598926
"Purpura, Hyperglobulinemic","Acidosis, Renal Tubular",9,33.07072119896189
"Purpura, Hyperglobulinemic",Multiple Myeloma,9,33.07072119896189
"Purpura, Hyperglobulinemic",Waldenstrom Macroglobulinemia,9,33.07072119896189
"Purpura, Hyperglobulinemic","Arthritis, Rheumatoid",7,25.72167204363703
"Purpura, Hyperglobulinemic",Purpura,6,22.047147465974604
"Purpura, Hyperglobulinemic",Skin Diseases,6,22.047147465974604
"Purpura, Hyperglobulinemic",Hypergammaglobulinemia,5,18.37262288831216
"Purpura, Hyperglobulinemic",Paraproteinemias,5,18.37262288831216
"Purpura, Hyperglobulinemic",Cryoglobulinemia,5,18.37262288831216
"Purpura, Hyperglobulinemic",Immune Complex Diseases,4,14.698098310649732
"Purpura, Hyperglobulinemic",Cystic Fibrosis,4,14.698098310649732
"Purpura, Hyperglobulinemic",Liver Cirrhosis,4,14.698098310649732
Acute Coronary Syndrome,Acute Coronary Syndrome,3038,7892.603774844467
Acute Coronary Syndrome,Myocardial Infarction,345,896.2963470445494
Acute Coronary Syndrome,Myocardial Ischemia,317,823.5534551104989
Acute Coronary Syndrome,Coronary Artery Disease,314,815.7595738318507
Acute Coronary Syndrome,Angina Pectoris,109,283.1776864575533
Acute Coronary Syndrome,Coronary Stenosis,75,194.8470319662064
Acute Coronary Syndrome,"Angina, Unstable",69,179.25926940890992
Acute Coronary Syndrome,Hemorrhage,69,179.25926940890992
Acute Coronary Syndrome,Coronary Thrombosis,59,153.279665146749
Acute Coronary Syndrome,Coronary Disease,57,148.0837442943169
Acute Coronary Syndrome,Heart Failure,53,137.69190258945252
Acute Coronary Syndrome,Atherosclerosis,51,132.49598173702034
Acute Coronary Syndrome,Takotsubo Cardiomyopathy,44,114.31025875350777
Acute Coronary Syndrome,Thrombosis,40,103.91841704864339
Acute Coronary Syndrome,Inflammation,37,96.12453576999515
Phantom Limb,Phantom Limb,636,2053.872705414023
Phantom Limb,Pain,247,797.6518211277731
Phantom Limb,"Pain, Postoperative",56,180.8441375836247
Phantom Limb,"Pain, Intractable",43,138.8624627874261
Phantom Limb,Neuralgia,28,90.42206879181235
Phantom Limb,"Amputation, Traumatic",20,64.58719199415168
Phantom Limb,Peripheral Nervous System Diseases,12,38.75231519649101
Phantom Limb,Spinal Cord Injuries,12,38.75231519649101
Phantom Limb,Causalgia,11,35.522955596783426
Phantom Limb,Perceptual Disorders,9,29.06423639736825
Phantom Limb,Neuroma,8,25.83487679766067
Phantom Limb,Postoperative Complications,8,25.83487679766067
Phantom Limb,Hallucinations,8,25.83487679766067
Phantom Limb,Movement Disorders,7,22.605517197953088
Phantom Limb,Back Pain,6,19.376157598245506
Coprophagia,Coprophagia,51,250.5816765895988
Coprophagia,Pica,3,14.740098622917573
Coprophagia,"Diabetes Mellitus, Experimental",3,14.740098622917573
Coprophagia,Periodontitis,2,9.826732415278382
Coprophagia,Obsessive-Compulsive Disorder,2,9.826732415278382
Coprophagia,Mental Retardation,2,9.826732415278382
Coprophagia,Rectocele,1,4.913366207639191
Coprophagia,Periodontal Diseases,1,4.913366207639191
Coprophagia,Candidiasis,1,4.913366207639191
Coprophagia,Sialadenitis,1,4.913366207639191
Coprophagia,Airway Obstruction,1,4.913366207639191
Coprophagia,"Dental Occlusion, Traumatic",1,4.913366207639191
Coprophagia,"Intestinal Diseases, Parasitic",1,4.913366207639191
Coprophagia,Dementia,1,4.913366207639191
Coprophagia,Seizures,1,4.913366207639191
Syncope,Syncope,4477,6674.720921050701
Syncope,"Arrhythmias, Cardiac",563,839.3718736992505
Syncope,Heart Block,342,509.88486821517535
Syncope,"Hypotension, Orthostatic",224,333.9596797666645
Syncope,Long QT Syndrome,206,307.12363407112895
Syncope,Epilepsy,204,304.1418512160695
Syncope,"Tachycardia, Ventricular",197,293.7056112233612
Syncope,Heart Diseases,192,286.25115408571236
Syncope,Tachycardia,191,284.7602626581827
Syncope,Bradycardia,186,277.3058055205339
Syncope,Seizures,174,259.4151083901769
Syncope,Heart Arrest,159,237.0517369772306
Syncope,Dizziness,131,195.30677700639754
Syncope,Bundle-Branch Block,124,184.87053701368927
Syncope,Ventricular Fibrillation,120,178.90697130357026
Deafness,Deafness,9226,11334.391606412422
Deafness,Hearing Disorders,371,455.78357749609887
Deafness,"Abnormalities, Multiple",307,377.1578390601142
Deafness,"Hearing Loss, Sensorineural",258,316.96000807006334
Deafness,Labyrinth Diseases,238,292.38946480881816
Deafness,Blindness,208,255.5336499169503
Deafness,Mental Retardation,198,243.2483782863277
Deafness,Retinitis Pigmentosa,164,201.47845474221086
Deafness,Hearing Loss,147,180.5934929701524
Deafness,Keratitis,145,178.13643864402786
Deafness,Rubella,138,169.53674850259202
Deafness,Goiter,121,148.65178673053362
Deafness,Otitis Media,120,147.42325956747138
Deafness,"Hearing Loss, Noise-Induced",118,144.9662052413468
Deafness,Ear Diseases,114,140.05209658909777
Constipation,Fecal Incontinence,379,604.0939720465658
Constipation,Irritable Bowel Syndrome,235,374.5701409787412
Constipation,Gastrointestinal Diseases,223,355.44315505642265
Constipation,"Colonic Diseases, Functional",214,341.0979156146836
Constipation,Rectal Diseases,190,302.8439437700462
Constipation,Intestinal Obstruction,127,202.42726767787298
Constipation,Colonic Diseases,127,202.42726767787298
Constipation,Pain,121,192.86377471671364
Constipation,Hirschsprung Disease,113,180.11245076850116
Constipation,Encopresis,103,164.17329583323556
Constipation,Megacolon,98,156.20371836560278
Constipation,Intestinal Diseases,81,129.10715497565127
Constipation,Parkinson Disease,80,127.5132394821247
Constipation,Postoperative Complications,66,105.19842257275288
Constipation,Urinary Incontinence,65,103.60450707922631
Tinea Pedis,Tinea Pedis,518,1798.576854062211
Tinea Pedis,Tinea,106,368.04854542585787
Tinea Pedis,Dermatomycoses,105,364.57638933693465
Tinea Pedis,Onychomycosis,56,194.4407409796985
Tinea Pedis,Foot Dermatoses,51,177.07996053508256
Tinea Pedis,Skin Diseases,17,59.026653511694185
Tinea Pedis,Hand Dermatoses,17,59.026653511694185
Tinea Pedis,"Dermatitis, Occupational",15,52.08234133384781
Tinea Pedis,"Candidiasis, Cutaneous",13,45.13802915600144
Tinea Pedis,Eczema,13,45.13802915600144
Tinea Pedis,Foot Diseases,12,41.66587306707825
Tinea Pedis,"Dermatitis, Contact",12,41.66587306707825
Tinea Pedis,"Dermatitis, Allergic Contact",11,38.19371697815507
Tinea Pedis,Skin Neoplasms,10,34.721560889231874
Tinea Pedis,Mycoses,10,34.721560889231874
Birth Weight,Fetal Growth Retardation,897,1262.196455875216
Birth Weight,Pregnancy Complications,761,1070.8266476265767
Birth Weight,"Infant, Newborn, Diseases",577,811.9145541137118
Birth Weight,Pregnancy in Diabetics,568,799.2503756266698
Birth Weight,"Infant, Premature, Diseases",488,686.6799001862936
Birth Weight,Toxemia,377,530.4883655127719
Birth Weight,Pre-Eclampsia,376,529.0812345697673
Birth Weight,"Respiratory Distress Syndrome, Newborn",352,495.31009193765436
Birth Weight,Hypertension,329,462.9460802485463
Birth Weight,Obesity,325,457.3175564765276
Birth Weight,"Diabetes, Gestational",268,377.1110927252597
Birth Weight,Fetal Diseases,237,333.49003349211387
Birth Weight,Fetal Macrosomia,218,306.7545455750246
Birth Weight,Retinopathy of Prematurity,207,291.27610520197294
Birth Weight,"Diabetes Mellitus, Type 1",206,289.8689742589682
Proteinuria,Proteinuria,5246,6552.137399957013
Proteinuria,Kidney Diseases,1824,2278.135458925199
Proteinuria,Glomerulonephritis,1546,1930.9196378828715
Proteinuria,Nephrotic Syndrome,1206,1506.2671948814636
Proteinuria,Hypertension,866,1081.614751880056
Proteinuria,Diabetic Nephropathies,857,1070.3739519182539
