MeSH Symptom Term,MeSH Disease Term,PubMed occurrence,TFIDF score
Sciatica,Intervertebral Disk Displacement,514,1115.0763792099017
Sciatica,Back Pain,433,939.3542260659289
Sciatica,Low Back Pain,231,501.13354785503367
Sciatica,Nerve Compression Syndromes,153,331.919622605282
Sciatica,Spinal Diseases,102,221.27974840352127
Sciatica,Radiculopathy,88,190.90801823048898
Sciatica,Pain,75,162.70569735553042
Sciatica,Spinal Neoplasms,49,106.30105560561321
Sciatica,Spinal Stenosis,40,86.77637192294954
Sciatica,Neuralgia,38,82.43755332680206
Sciatica,Spondylolisthesis,37,80.26814402872833
Sciatica,Cysts,34,73.75991613450711
Sciatica,Joint Diseases,33,71.59050683643338
Sciatica,Endometriosis,31,67.25168824028589
Amaurosis Fugax,Amaurosis Fugax,107,375.6846510534961
Amaurosis Fugax,Carotid Stenosis,38,133.42071719656872
Amaurosis Fugax,Cerebral Infarction,22,77.24357311380294
Amaurosis Fugax,Stroke,20,70.22143010345721
Amaurosis Fugax,Carotid Artery Diseases,16,56.17714408276577
Amaurosis Fugax,Retinal Artery Occlusion,13,45.64392956724719
Amaurosis Fugax,"Ischemic Attack, Transient",12,42.13285806207433
Amaurosis Fugax,"Optic Neuropathy, Ischemic",7,24.57750053621002
Amaurosis Fugax,Retinal Diseases,6,21.066429031037163
Amaurosis Fugax,Vision Disorders,5,17.555357525864302
Amaurosis Fugax,Giant Cell Arteritis,5,17.555357525864302
Amaurosis Fugax,Thrombophilia,5,17.555357525864302
Amaurosis Fugax,Migraine Disorders,5,17.555357525864302
Amaurosis Fugax,"Lupus Erythematosus, Systemic",4,14.044286020691445
Amaurosis Fugax,Antiphospholipid Syndrome,4,14.044286020691445
Gerstmann Syndrome,Gerstmann Syndrome,98,391.0831693726052
Gerstmann Syndrome,Aphasia,7,27.934512098043232
Gerstmann Syndrome,Brain Diseases,7,27.934512098043232
Gerstmann Syndrome,Agnosia,6,23.94386751260848
Gerstmann Syndrome,Agraphia,6,23.94386751260848
Gerstmann Syndrome,Dementia,6,23.94386751260848
Gerstmann Syndrome,Cognition Disorders,6,23.94386751260848
Gerstmann Syndrome,Brain Neoplasms,5,19.953222927173734
Gerstmann Syndrome,Cerebrovascular Disorders,4,15.96257834173899
Gerstmann Syndrome,Perceptual Disorders,4,15.96257834173899
Gerstmann Syndrome,Learning Disorders,4,15.96257834173899
Gerstmann Syndrome,Cerebral Infarction,3,11.97193375630424
Gerstmann Syndrome,Cerebral Hemorrhage,3,11.97193375630424
Gerstmann Syndrome,Alzheimer Disease,3,11.97193375630424
Gerstmann Syndrome,Acquired Immunodeficiency Syndrome,2,7.981289170869495
Spasm,Spasm,2138,2923.2392342007865
Spasm,Esophageal Diseases,156,213.29528556376175
Spasm,Coronary Artery Disease,116,158.60418670125875
Spasm,Torticollis,115,157.23690922969618
Spasm,Angina Pectoris,115,157.23690922969618
Spasm,Coronary Disease,110,150.4005218718833
Spasm,Pain,104,142.19685704250784
Spasm,Vascular Diseases,88,120.32041749750664
Spasm,Voice Disorders,84,114.85130761125635
Spasm,Blepharospasm,79,108.01492025344345
Spasm,Multiple Sclerosis,75,102.54581036719317
Spasm,Spinal Cord Injuries,69,94.34214553781773
Spasm,Muscular Diseases,63,86.13848070844227
Spasm,Subarachnoid Hemorrhage,62,84.77120323687969
Spasm,Dystonia,59,80.66937082219195
Primary Progressive Nonfluent Aphasia,Primary Progressive Nonfluent Aphasia,14,79.91614515512713
Primary Progressive Nonfluent Aphasia,Frontotemporal Lobar Degeneration,4,22.83318433003632
Primary Progressive Nonfluent Aphasia,Frontotemporal Dementia,3,17.124888247527238
Primary Progressive Nonfluent Aphasia,Cognition Disorders,1,5.70829608250908
Primary Progressive Nonfluent Aphasia,Muscle Rigidity,1,5.70829608250908
Primary Progressive Nonfluent Aphasia,Aphasia,1,5.70829608250908
Primary Progressive Nonfluent Aphasia,Parkinson Disease,1,5.70829608250908
Primary Progressive Nonfluent Aphasia,"Supranuclear Palsy, Progressive",1,5.70829608250908
Primary Progressive Nonfluent Aphasia,Apraxias,1,5.70829608250908
Primary Progressive Nonfluent Aphasia,Alzheimer Disease,1,5.70829608250908
Primary Progressive Nonfluent Aphasia,Dementia,1,5.70829608250908
Primary Progressive Nonfluent Aphasia,Ocular Motility Disorders,1,5.70829608250908
Primary Progressive Nonfluent Aphasia,TDP-43 Proteinopathies,1,5.70829608250908
Primary Progressive Nonfluent Aphasia,Creutzfeldt-Jakob Syndrome,1,5.70829608250908
Catalepsy,Catalepsy,852,3130.6949401683923
Catalepsy,Narcolepsy,32,117.58478648519785
Catalepsy,Schizophrenia,25,91.8631144415608
Catalepsy,"Dyskinesia, Drug-Induced",22,80.83954070857351
Catalepsy,Parkinson Disease,17,62.46691782026136
Catalepsy,Muscle Rigidity,14,51.44334408727406
Catalepsy,Parkinsonian Disorders,14,51.44334408727406
Catalepsy,Seizures,14,51.44334408727406
Catalepsy,"Parkinson Disease, Secondary",13,47.76881950961162
Catalepsy,Catatonia,13,47.76881950961162
Catalepsy,Basal Ganglia Diseases,11,40.419770354286754
Catalepsy,Substance Withdrawal Syndrome,10,36.74524577662432
Catalepsy,Psychotic Disorders,9,33.07072119896189
Catalepsy,Movement Disorders,8,29.396196621299463
Catalepsy,Sleep Disorders,8,29.396196621299463
"Aging, Premature",Progeria,20,69.29102979075935
"Aging, Premature",Werner Syndrome,18,62.361926811683425
"Aging, Premature",Osteoporosis,10,34.645514895379684
"Aging, Premature",Cockayne Syndrome,6,20.78730893722781
"Aging, Premature",Down Syndrome,6,20.78730893722781
"Aging, Premature",Cutis Laxa,5,17.322757447689842
"Aging, Premature",Dementia,5,17.322757447689842
"Aging, Premature",Lipodystrophy,5,17.322757447689842
"Aging, Premature",Skin Diseases,4,13.85820595815187
"Aging, Premature","Abnormalities, Multiple",4,13.85820595815187
"Aging, Premature",Alzheimer Disease,4,13.85820595815187
"Aging, Premature","Radiation Injuries, Experimental",4,13.85820595815187
"Aging, Premature",Nerve Degeneration,4,13.85820595815187
"Aging, Premature",Growth Disorders,3,10.393654468613905
"Aging, Premature",HIV Infections,3,10.393654468613905
Aphasia,Aphasia,4223,7646.424842773001
Aphasia,Cerebral Infarction,484,876.3603182339882
Aphasia,Cerebrovascular Disorders,315,570.3584715779057
Aphasia,"Aphasia, Broca",298,539.5772207308439
Aphasia,"Brain Damage, Chronic",259,468.9614099640557
Aphasia,Stroke,255,461.7187627059236
Aphasia,Dementia,252,456.2867772623245
Aphasia,Language Disorders,196,354.88971564847463
Aphasia,"Aphasia, Wernicke",184,333.16177387407816
Aphasia,Speech Disorders,164,296.94853758341753
Aphasia,Brain Diseases,162,293.3272139543514
Aphasia,Apraxias,159,287.89522851075236
Aphasia,Anomia,140,253.49265403462468
Aphasia,Cognition Disorders,136,246.25000677649257
Aphasia,Epilepsy,122,220.9007413730301
Trismus,Trismus,425,1104.1331811418358
Trismus,Temporomandibular Joint Disorders,77,200.04295281863853
Trismus,Tetanus,65,168.86742770404553
Trismus,Head and Neck Neoplasms,33,85.73269406513081
Trismus,Mandibular Diseases,23,59.75308980296996
Trismus,Mouth Diseases,21,54.55716895053778
Trismus,"Pain, Postoperative",21,54.55716895053778
Trismus,Temporomandibular Joint Dysfunction Syndrome,20,51.959208524321696
Trismus,Myositis Ossificans,20,51.959208524321696
Trismus,Nasopharyngeal Neoplasms,20,51.959208524321696
Trismus,Ankylosis,20,51.959208524321696
Trismus,Foreign Bodies,13,33.773485540809105
Trismus,Facial Pain,13,33.773485540809105
Trismus,"Carcinoma, Squamous Cell",13,33.773485540809105
Trismus,Mandibular Neoplasms,12,31.175525114593018
"Obesity, Morbid","Obesity, Morbid",3011,5278.102196599801
"Obesity, Morbid",Obesity,346,606.5172235215978
"Obesity, Morbid",Postoperative Complications,203,355.84681033203566
"Obesity, Morbid","Diabetes Mellitus, Type 2",145,254.17629309431118
"Obesity, Morbid",Fatty Liver,125,219.11749404681998
"Obesity, Morbid","Sleep Apnea, Obstructive",71,124.45873661859379
"Obesity, Morbid",Metabolic Syndrome X,55,96.4116973806008
"Obesity, Morbid",Sleep Apnea Syndromes,46,80.63523780922976
"Obesity, Morbid",Gastroesophageal Reflux,44,77.12935790448064
"Obesity, Morbid",Diabetes Mellitus,40,70.1175980949824
"Obesity, Morbid",Intestinal Obstruction,39,68.36465814260785
"Obesity, Morbid",Pregnancy Complications,36,63.10583828548417
"Obesity, Morbid",Foreign-Body Migration,34,59.599958380735046
"Obesity, Morbid",Hypertension,33,57.84701842836049
"Obesity, Morbid",Prader-Willi Syndrome,28,49.08231866648769
Pseudophakia,Cataract,118,442.76356031479037
Pseudophakia,Macular Edema,74,277.6652835872414
Pseudophakia,Refractive Errors,50,187.61167809948742
Pseudophakia,Retinal Detachment,40,150.08934247959
Pseudophakia,"Aphakia, Postcataract",35,131.32817466964121
Pseudophakia,Vision Disorders,32,120.07147398367195
Pseudophakia,Foreign-Body Migration,23,86.30137192576424
Pseudophakia,Myopia,21,78.79690480178472
Pseudophakia,Astigmatism,21,78.79690480178472
Pseudophakia,Glaucoma,19,71.29243767780522
Pseudophakia,Corneal Diseases,18,67.54020411581548
Pseudophakia,Postoperative Complications,16,60.035736991835975
Pseudophakia,Endophthalmitis,15,56.28350342984624
Pseudophakia,Retinal Perforations,14,52.531269867856494
Pseudophakia,Hyperopia,11,41.27456918188724
Obesity,Obesity,50200,41794.19331211054
Obesity,"Diabetes Mellitus, Type 2",4638,3861.3838362862293
Obesity,Diabetes Mellitus,3255,2709.9621360741
Obesity,Hypertension,2997,2495.163293952097
Obesity,Metabolic Syndrome X,1992,1658.4468740582508
Obesity,Coronary Artery Disease,1147,954.9390384261113
Obesity,Fatty Liver,1001,833.3862052873038
Obesity,Coronary Disease,902,750.9633937753728
Obesity,Polycystic Ovary Syndrome,883,735.1448743942949
Obesity,Hyperlipidemias,667,555.3132856409906
Obesity,Inflammation,619,515.3507103624786
Obesity,Hyperinsulinism,535,445.4162036250824
Obesity,Sleep Apnea Syndromes,497,413.779164862927
Obesity,"Sleep Apnea, Obstructive",491,408.7838429531129
Obesity,"Diabetes Mellitus, Type 1",477,397.1280918302137
Space Motion Sickness,"Hypotension, Orthostatic",2,11.724893524672675
Space Motion Sickness,Cognition Disorders,1,5.862446762336337
Space Motion Sickness,Disorders of Excessive Somnolence,1,5.862446762336337
Space Motion Sickness,Diplopia,1,5.862446762336337
Space Motion Sickness,Ocular Motility Disorders,1,5.862446762336337
Space Motion Sickness,Illusions,1,5.862446762336337
Space Motion Sickness,Vestibular Diseases,1,5.862446762336337
Space Motion Sickness,Orthostatic Intolerance,1,5.862446762336337
Space Motion Sickness,"Hypoxia-Ischemia, Brain",1,5.862446762336337
Space Motion Sickness,Pseudotumor Cerebri,1,5.862446762336337
Space Motion Sickness,Confusion,1,5.862446762336337
Space Motion Sickness,Memory Disorders,1,5.862446762336337
"Hearing Loss, Noise-Induced","Hearing Loss, Noise-Induced",2575,8224.709180388392
"Hearing Loss, Noise-Induced",Deafness,161,514.2439526378761
"Hearing Loss, Noise-Induced",Hearing Disorders,154,491.8855199144902
"Hearing Loss, Noise-Induced","Hearing Loss, Sensorineural",119,380.09335629756066
"Hearing Loss, Noise-Induced",Tinnitus,117,373.70523266230754
"Hearing Loss, Noise-Induced",Hearing Loss,86,274.68931631588407
"Hearing Loss, Noise-Induced",Presbycusis,54,172.47933815183427
"Hearing Loss, Noise-Induced","Hearing Loss, High-Frequency",48,153.31496724607487
"Hearing Loss, Noise-Induced",Labyrinth Diseases,32,102.20997816404993
"Hearing Loss, Noise-Induced",Blast Injuries,26,83.04560725829056
"Hearing Loss, Noise-Induced",Hypertension,23,73.46342180541087
"Hearing Loss, Noise-Induced",Meniere Disease,21,67.07529817015775
"Hearing Loss, Noise-Induced",Ear Diseases,17,54.299050899651526
"Hearing Loss, Noise-Induced","Hearing Loss, Sudden",16,51.104989082024964
"Hearing Loss, Noise-Induced","Hearing Loss, Conductive",16,51.104989082024964
"Pain, Referred","Pain, Referred",71,284.2519073092165
"Pain, Referred",Myofascial Pain Syndromes,25,100.08869975676636
"Pain, Referred",Facial Pain,13,52.046123873518525
"Pain, Referred",Hyperalgesia,11,44.0390278929772
"Pain, Referred",Toothache,10,40.03547990270655
"Pain, Referred",Tension-Type Headache,7,28.024835931894582
"Pain, Referred",Low Back Pain,6,24.02128794162393
"Pain, Referred",Shoulder Pain,6,24.02128794162393
"Pain, Referred",Pain,5,20.017739951353274
"Pain, Referred",Fibromyalgia,5,20.017739951353274
"Pain, Referred",Arthralgia,4,16.01419196108262
"Pain, Referred",Earache,4,16.01419196108262
"Pain, Referred",Migraine Disorders,4,16.01419196108262
"Pain, Referred",Spinal Diseases,4,16.01419196108262
"Pain, Referred",Headache,4,16.01419196108262
Miosis,Miosis,105,220.02220054063724
Miosis,Horner Syndrome,17,35.62264199229365
Miosis,Blepharoptosis,9,18.859045760626053
Miosis,Autonomic Nervous System Diseases,7,14.668146702709148
Miosis,Cataract,7,14.668146702709148
Miosis,"Carotid Artery, Internal, Dissection",5,10.47724764479225
Miosis,Headache,5,10.47724764479225
Miosis,Iris Diseases,5,10.47724764479225
Miosis,Eye Injuries,4,8.3817981158338
Miosis,Glaucoma,4,8.3817981158338
Miosis,Myopia,4,8.3817981158338
Miosis,Trigeminal Nerve Diseases,3,6.2863485868753495
Miosis,Migraine Disorders,3,6.2863485868753495
Miosis,"Pain, Postoperative",3,6.2863485868753495
Miosis,Endophthalmitis,3,6.2863485868753495
Scotoma,Scotoma,802,1909.7277517465186
Scotoma,Retinal Diseases,210,500.0534013301358
Scotoma,Glaucoma,169,402.42392773710924
Scotoma,Vision Disorders,160,380.99306768010337
Scotoma,Optic Atrophy,95,226.2146339350614
Scotoma,Optic Nerve Diseases,85,202.40256720505496
Scotoma,Macular Degeneration,83,197.6401538590537
Scotoma,"Glaucoma, Open-Angle",69,164.3032604370446
Scotoma,Optic Neuritis,65,154.778433745042
Scotoma,Strabismus,58,138.1099870340375
Scotoma,Amblyopia,50,119.0603336500323
Scotoma,Migraine Disorders,46,109.53550695802973
Scotoma,Hemianopsia,43,102.3918869390278
Scotoma,Retinal Degeneration,43,102.3918869390278
Scotoma,Pituitary Neoplasms,32,76.19861353602069
"Hearing Loss, Conductive","Hearing Loss, Conductive",1069,2423.872212003732
"Hearing Loss, Conductive",Hearing Loss,384,870.6893633390393
"Hearing Loss, Conductive","Hearing Loss, Sensorineural",256,580.4595755593596
"Hearing Loss, Conductive",Otitis Media with Effusion,114,258.4859047412773
"Hearing Loss, Conductive",Otitis Media,99,224.4746014858461
"Hearing Loss, Conductive",Otosclerosis,97,219.9397610517886
"Hearing Loss, Conductive",Hearing Disorders,80,181.39361736229984
"Hearing Loss, Conductive",Postoperative Complications,57,129.24295237063865
"Hearing Loss, Conductive",Ear Diseases,51,115.63843106846615
"Hearing Loss, Conductive",Deafness,50,113.37101085143742
"Hearing Loss, Conductive",Ear Neoplasms,49,111.10359063440866
"Hearing Loss, Conductive","Abnormalities, Multiple",40,90.69680868114992
"Hearing Loss, Conductive",Cleft Palate,39,88.42938846412119
"Hearing Loss, Conductive","Hearing Loss, Bilateral",29,65.7551862938337
"Hearing Loss, Conductive",Cholesteatoma,29,65.7551862938337
Dyspepsia,Helicobacter Infections,1347,2804.524312573789
Dyspepsia,Gastritis,326,678.749017000041
Dyspepsia,Peptic Ulcer,323,672.5028604018812
Dyspepsia,Gastrointestinal Diseases,268,557.9899894356166
Dyspepsia,Gastroesophageal Reflux,217,451.8053272668985
Dyspepsia,Duodenal Ulcer,174,362.27708269327337
Dyspepsia,Stomach Neoplasms,149,310.22577770860767
Dyspepsia,Stomach Ulcer,101,210.28727213804956
Dyspepsia,"Colonic Diseases, Functional",91,189.46675014418324
Dyspepsia,Irritable Bowel Syndrome,90,187.3846979447966
Dyspepsia,Stomach Diseases,82,170.72828034970357
Dyspepsia,Gallstones,46,95.77440117178492
Dyspepsia,Gastroparesis,43,89.52824457362505
Dyspepsia,Campylobacter Infections,42,87.44619237423842
Dyspepsia,Pain,41,85.36414017485178
Anomia,Anomia,432,1477.4830820498019
Anomia,Aphasia,290,991.8289208204687
Anomia,Dementia,158,540.3757568608072
Anomia,Alzheimer Disease,111,379.6310696933519
Anomia,"Brain Damage, Chronic",74,253.08737979556798
Anomia,"Aphasia, Broca",67,229.14668170679798
Anomia,Cerebral Infarction,62,212.04618307196233
Anomia,"Aphasia, Wernicke",61,208.62608334499518
Anomia,"Dyslexia, Acquired",51,174.42508607532383
Anomia,Cognition Disorders,31,106.02309153598117
Anomia,Language Disorders,28,95.76279235507977
Anomia,Agraphia,25,85.50249317417834
Anomia,Dyslexia,23,78.66229372024408
Anomia,Postoperative Complications,20,68.40199453934268
Anomia,Memory Disorders,20,68.40199453934268
Amnesia,Amnesia,3260,7079.0448229805625
Amnesia,Cognition Disorders,387,840.3651369611896
Amnesia,Dementia,310,673.1607040257592
Amnesia,Brain Injuries,226,490.7558680961985
Amnesia,Alzheimer Disease,219,475.55546510206847
Amnesia,"Brain Damage, Chronic",170,369.15264414315817
Amnesia,"Amnesia, Retrograde",165,358.2952134330653
Amnesia,Memory Disorders,125,271.4357677523222
Amnesia,Craniocerebral Trauma,115,249.72090633213642
Amnesia,"Delirium, Dementia, Amnestic, Cognitive Disorders",87,188.91929435561627
Amnesia,Cerebral Infarction,82,178.06186364552337
Amnesia,"Ischemic Attack, Transient",74,160.68997450937476
Amnesia,Brain Concussion,70,152.00402994130042
Amnesia,Alcohol Amnestic Disorder,68,147.66105765726329
Amnesia,Dissociative Disorders,67,145.4895715152447
Hemiplegia,Hemiplegia,3843,4975.272170594018
Hemiplegia,Cerebral Infarction,769,995.5722870639604
Hemiplegia,Cerebrovascular Disorders,687,889.412433306815
Hemiplegia,Cerebral Palsy,375,485.487136084506
Hemiplegia,Stroke,364,471.2461800926938
Hemiplegia,Muscle Spasticity,224,289.9976492878116
Hemiplegia,Migraine Disorders,211,273.1674285702153
Hemiplegia,Brain Diseases,211,273.1674285702153
Hemiplegia,Cerebral Hemorrhage,190,245.98014894948304
Hemiplegia,Intracranial Embolism and Thrombosis,142,183.83779553066628
Hemiplegia,Brain Neoplasms,142,183.83779553066628
Hemiplegia,Aphasia,134,173.48073662753018
Hemiplegia,Epilepsy,127,164.41831008728605
Hemiplegia,"Brain Damage, Chronic",117,151.47198645836588
Hemiplegia,Brain Injuries,108,139.82029519233774
Abdominal Pain,Appendicitis,413,350.42375907487946
Abdominal Pain,Pancreatitis,337,285.93899953567643
Abdominal Pain,Gastrointestinal Diseases,269,228.24210942165269
Abdominal Pain,Irritable Bowel Syndrome,226,191.75731126131421
Abdominal Pain,Intestinal Obstruction,204,173.09067034207118
Abdominal Pain,Intussusception,159,134.90890482543784
Abdominal Pain,Helicobacter Infections,154,130.6664864347008
Abdominal Pain,Pancreatic Neoplasms,146,123.87861700952156
Abdominal Pain,"Colonic Diseases, Functional",142,120.48468229693192
Abdominal Pain,Ovarian Neoplasms,128,108.6059108028682
Abdominal Pain,Pregnancy Complications,128,108.6059108028682
Abdominal Pain,Ischemia,128,108.6059108028682
Abdominal Pain,Gallstones,123,104.36349241213115
Abdominal Pain,Ileal Diseases,120,101.81804137768894
Abdominal Pain,Intestinal Perforation,119,100.96955769954155
Catatonia,Catatonia,1033,2791.069429458977
Catatonia,Schizophrenia,191,516.0641442658904
Catatonia,Neuroleptic Malignant Syndrome,112,302.6135296218833
Catatonia,Psychotic Disorders,100,270.1906514481101
Catatonia,Bipolar Disorder,49,132.39341920957395
Catatonia,"Delirium, Dementia, Amnestic, Cognitive Disorders",36,97.26863452131964
Catatonia,Depressive Disorder,34,91.86482149235745
Catatonia,Autistic Disorder,31,83.75910194891414
Catatonia,"Schizophrenia, Catatonic",27,72.95147589098973
Catatonia,Encephalitis,22,59.44194331858422
Catatonia,"Depressive Disorder, Major",17,45.932410746178725
Catatonia,Substance Withdrawal Syndrome,16,43.230504231697616
Catatonia,"Lupus Erythematosus, Systemic",15,40.528597717216506
Catatonia,Basal Ganglia Diseases,14,37.826691202735404
Catatonia,"Schizophrenia, Childhood",14,37.826691202735404
Hyperalgesia,Hyperalgesia,3212,7689.8815700110135
Hyperalgesia,Pain,1295,3100.372550798338
Hyperalgesia,Neuralgia,400,957.6440311346221
Hyperalgesia,Inflammation,361,864.2737380989963
Hyperalgesia,Peripheral Nervous System Diseases,294,703.868362883947
Hyperalgesia,Sciatic Neuropathy,132,316.0225302744252
Hyperalgesia,Hyperesthesia,128,306.446089963079
Hyperalgesia,"Pain, Postoperative",112,268.1403287176941
Hyperalgesia,"Diabetes Mellitus, Experimental",90,215.4699070052899
Hyperalgesia,Spinal Cord Injuries,87,208.28757677178024
Hyperalgesia,Diabetic Neuropathies,86,205.89346669394368
Hyperalgesia,"Arthritis, Experimental",73,174.77003568206848
Hyperalgesia,Fibromyalgia,58,138.85838451452014
Hyperalgesia,Irritable Bowel Syndrome,55,131.6760542810105
Hyperalgesia,Migraine Disorders,52,124.49372404750083
Livedo Reticularis,Livedo Reticularis,51,209.04176667382401
Livedo Reticularis,Antiphospholipid Syndrome,7,28.69200719052486
Livedo Reticularis,Thrombosis,6,24.593149020449875
Livedo Reticularis,Vasculitis,4,16.395432680299923
Livedo Reticularis,"Embolism, Cholesterol",4,16.395432680299923
Livedo Reticularis,Erythema,4,16.395432680299923
Livedo Reticularis,Sneddon Syndrome,4,16.395432680299923
Livedo Reticularis,"Skin Diseases, Vascular",3,12.296574510224938
Livedo Reticularis,Leg Dermatoses,3,12.296574510224938
Livedo Reticularis,"Lupus Erythematosus, Systemic",3,12.296574510224938
Livedo Reticularis,Leg Ulcer,3,12.296574510224938
Livedo Reticularis,Lymphocytosis,2,8.197716340149961
Livedo Reticularis,Telangiectasis,2,8.197716340149961
Livedo Reticularis,Skin Diseases,2,8.197716340149961
Livedo Reticularis,Ischemia,2,8.197716340149961
Cheyne-Stokes Respiration,Cheyne-Stokes Respiration,297,1080.4334936111652
Cheyne-Stokes Respiration,Heart Failure,211,767.5806974813329
Cheyne-Stokes Respiration,Sleep Apnea Syndromes,90,327.4040889730804
Cheyne-Stokes Respiration,Respiration Disorders,61,221.90721585953227
Cheyne-Stokes Respiration,"Sleep Apnea, Central",54,196.44245338384826
Cheyne-Stokes Respiration,"Sleep Apnea, Obstructive",39,141.87510522166818
Cheyne-Stokes Respiration,Sleep Disorders,19,69.11864100542809
Cheyne-Stokes Respiration,Apnea,14,50.929524951368066
Cheyne-Stokes Respiration,"Arrhythmias, Cardiac",11,40.01605531893205
Cheyne-Stokes Respiration,Cerebral Infarction,7,25.464762475684033
Cheyne-Stokes Respiration,Dyspnea,7,25.464762475684033
Cheyne-Stokes Respiration,Atrial Fibrillation,7,25.464762475684033
Cheyne-Stokes Respiration,"Cardiomyopathy, Dilated",7,25.464762475684033
Cheyne-Stokes Respiration,Cerebrovascular Disorders,6,21.82693926487202
Cheyne-Stokes Respiration,"Infant, Premature, Diseases",6,21.82693926487202
Virilism,Ovarian Neoplasms,306,681.4791339110567
Virilism,"Adrenal Hyperplasia, Congenital",187,416.4594707234237
Virilism,Adrenal Gland Neoplasms,117,260.56555120128644
Virilism,Adrenal Cortex Neoplasms,90,200.43503938560497
Virilism,Hypertrichosis,80,178.16447945387108
Virilism,Hirsutism,71,158.1209755153106
Virilism,Disorders of Sex Development,64,142.53158356309686
Virilism,Adenoma,57,126.94219161088314
Virilism,Leydig Cell Tumor,56,124.71513561770978
Virilism,Sertoli-Leydig Cell Tumor,47,104.67163167914927
Virilism,Thecoma,46,102.44457568597586
Virilism,Polycystic Ovary Syndrome,44,97.99046369962907
Virilism,Pregnancy Complications,31,69.03873578837504
Virilism,Gonadal Dysgenesis,31,69.03873578837504
Virilism,Ovarian Diseases,30,66.81167979520166
Hyperoxia,Retinopathy of Prematurity,72,212.34173116367415
Hyperoxia,Lung Diseases,67,197.59577761064125
Hyperoxia,Retinal Neovascularization,49,144.5103448197227
Hyperoxia,Bronchopulmonary Dysplasia,34,100.27248416062392
Hyperoxia,"Respiratory Distress Syndrome, Adult",31,91.42491202880414
Hyperoxia,Acute Lung Injury,28,82.57733989698441
Hyperoxia,Lung Injury,28,82.57733989698441
Hyperoxia,Brain Injuries,22,64.88219563334489
Hyperoxia,Pneumonia,17,50.13624208031196
Hyperoxia,Pulmonary Edema,15,44.237860659098786
Hyperoxia,Brain Ischemia,14,41.288669948492206
Hyperoxia,Ischemia,13,38.339479237885605
Hyperoxia,"Neovascularization, Pathologic",10,29.49190710606586
Hyperoxia,"Pulmonary Disease, Chronic Obstructive",10,29.49190710606586
Hyperoxia,Idiopathic Pulmonary Fibrosis,10,29.49190710606586
Feminization,Adrenal Cortex Neoplasms,38,142.97066547124314
Feminization,Adrenal Gland Neoplasms,24,90.29726240289041
Feminization,Disorders of Sex Development,20,75.24771866907534
Feminization,Alcoholism,19,71.48533273562157
Feminization,Testicular Neoplasms,19,71.48533273562157
Feminization,Gynecomastia,18,67.7229468021678
Feminization,Hypogonadism,17,63.960560868714026
Feminization,Liver Cirrhosis,14,52.67340306835274
Feminization,Carcinoma,10,37.62385933453767
Feminization,Adenoma,9,33.8614734010839
Feminization,"Liver Cirrhosis, Alcoholic",8,30.099087467630127
Feminization,Leydig Cell Tumor,8,30.099087467630127
Feminization,Prostatic Neoplasms,8,30.099087467630127
Feminization,Liver Diseases,7,26.33670153417637
Feminization,"Liver Diseases, Alcoholic",7,26.33670153417637
Oliguria,Oliguria,320,836.4838832725097
Oliguria,Acute Kidney Injury,306,799.8877133793376
Oliguria,Anuria,178,465.29416007033365
Oliguria,Kidney Diseases,39,101.94647327383714
Oliguria,Postoperative Complications,30,78.4203640567978
Oliguria,Glomerulonephritis,25,65.35030338066483
Oliguria,Toxemia,24,62.736291245438245
Oliguria,Pre-Eclampsia,23,60.122279110211636
Oliguria,Hemorrhagic Fever with Renal Syndrome,19,49.66623056930528
Oliguria,"Kidney Tubular Necrosis, Acute",16,41.82419416362549
Oliguria,Rhabdomyolysis,15,39.2101820283989
Oliguria,Ischemia,15,39.2101820283989
Oliguria,Hypotension,14,36.596169893172295
Oliguria,"Kidney Failure, Chronic",14,36.596169893172295
Oliguria,Hypertension,14,36.596169893172295
Decerebrate State,Decerebrate State,652,1919.9287717243426
Decerebrate State,Pain,62,182.56991387562766
Decerebrate State,Brain Injuries,52,153.12315357310706
Decerebrate State,Hypertension,38,111.89768914957823
Decerebrate State,Seizures,36,106.00833708907412
Decerebrate State,Coma,31,91.28495693781383
Decerebrate State,Muscle Rigidity,28,82.45092884705765
Decerebrate State,Cough,26,76.56157678655353
Decerebrate State,Spinal Cord Injuries,19,55.94884457478911
Decerebrate State,Brain Ischemia,15,44.17014045378088
Decerebrate State,Ischemia,13,38.28078839327677
Decerebrate State,Craniocerebral Trauma,12,35.33611236302471
Decerebrate State,Epilepsy,12,35.33611236302471
Decerebrate State,Brain Diseases,12,35.33611236302471
Decerebrate State,Apnea,11,32.39143633277265
Myokymia,Myokymia,65,266.4257810548737
Myokymia,Ocular Motility Disorders,8,32.790865360599845
Myokymia,Isaacs Syndrome,6,24.593149020449875
Myokymia,Ataxia,6,24.593149020449875
Myokymia,Nerve Compression Syndromes,3,12.296574510224938
Myokymia,Nasopharyngeal Neoplasms,2,8.197716340149961
Myokymia,Radiation Injuries,2,8.197716340149961
Myokymia,Peripheral Nervous System Diseases,2,8.197716340149961
Myokymia,Spinocerebellar Degenerations,2,8.197716340149961
Myokymia,Tongue Diseases,2,8.197716340149961
Myokymia,Myasthenia Gravis,2,8.197716340149961
Myokymia,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",2,8.197716340149961
Myokymia,Trochlear Nerve Diseases,2,8.197716340149961
